Work,Name,Date,Category,Region,Price (USD)
1484,"La Traviata, Third Act #2 Man (Unknown)",NA,"Drawing, Collage or other Work on Paper",North America,7200
1485,"Misty Morning, A Study Of Provincetown (unknown)",NA,"Drawing, Collage or other Work on Paper",North America,6300
1486,Moon Rise (Date unknown),NA,Painting,North America,65000
1487,AFTERNOON SHADOWS (HAND EMBELLISHED) (UNKNOWN),NA,Print,North America,1350
1488,The Unknown Heroine (2019),21st,Photography,North America,1000
1489,I Wanna Rock You  (Unknown ),NA,Print,North America,1300
1490,Mermaid (Golden Tail) (Unknown),NA,Textile Arts,Oceania,2240
1491,Unknown title (2010-2020),NA,Print,Europe,1707.75
1492,Things Previously Unknown #1 - Bright & Colorful Abstract Painting on Paper (2020),21st,Painting,North America,300
1493,"Untitled (concept drawing for ""I'm scared of the Bomb"") (Date unknown (c. 1988))",20th,Mixed Media,North America,4000
1494,Book w/prints Hardcover portfolio (Unknown),NA,Books and Portfolios,North America,10400
1495,Anime Series Unknown (2019),21st,Painting,Europe,3465
1496,Unknown Species no..140 diptych (2014),21st,Painting,North America,3400
1497,"Untitled (""Triangles: Hard Edge"" airbrush series) (Date unknown (c. 1980))",20th,"Drawing, Collage or other Work on Paper",North America,2000
1498,The Unknown Masterpiece: Portrait of a Lady (2018),21st,Mixed Media,North America,4130
1499,"Untitled, abstraction (Unknown)",NA,"Drawing, Collage or other Work on Paper",North America,6000
1500,She Brings the Weather (unknown),NA,Sculpture,North America,6000
1501,Hold Me Closer (Print) (Unknown),NA,Print,North America,1300
1502,Sèvres Lucanus Cervus PP (Unknown date),NA,Print,Europe,339
1503,Firecrackers: Spray Paint Brand (Unknown),NA,Painting,North America,1600
1504,"Untitled (concept drawing for ""I'm scared of the Bomb"") (Date unknown (c. 1988))",20th,Mixed Media,North America,4000
1505,Address Unknown (1989),20th,Sculpture,North America,4000
1506,Unknown Species no..140 diptych (2014),21st,Painting,North America,3400
1507,Moon Rise (Date unknown),NA,Painting,North America,65000
1508,The Unknown Heroine (2019),21st,Photography,North America,1000
1509,Hold Me Closer (Print) (Unknown),NA,Print,North America,1300
1510,Many windows to the radiant unknown (2020),21st,Textile Arts,North America,7800
1511,Things Previously Unknown #1 - Bright & Colorful Abstract Painting on Paper (2020),21st,Painting,North America,300
1512,PLAZA DEL CORREO VEJO (HAND EMBELLISHED) (UNKNOWN),NA,Print,North America,1350
1513,Book w/prints Hardcover portfolio (Unknown),NA,Books and Portfolios,North America,10400
1514,"La Traviata, Third Act #2 Man (Unknown)",NA,"Drawing, Collage or other Work on Paper",North America,7200
1515,"Misty Morning, A Study Of Provincetown (unknown)",NA,"Drawing, Collage or other Work on Paper",North America,6300
1516,"Untitled (""Triangles: Hard Edge"" airbrush series) (Date unknown (c. 1980))",20th,"Drawing, Collage or other Work on Paper",North America,2000
1517,AFTERNOON SHADOWS (HAND EMBELLISHED) (UNKNOWN),NA,Print,North America,1350
1518,I Wanna Rock You  (Unknown ),NA,Print,North America,1300
1519,Unknown title (2010-2020),NA,Print,Europe,1707.75
1520,Firecrackers: Spray Paint Brand (Unknown),NA,Painting,North America,1600
1521,Man Smoking Cigar (Unknown),NA,Print,North America,1800
1522,'Unknown' (ca. 1980),20th,Photography,Europe,4000
1523,I've Waved The Flag  (Unknown ),NA,Print,North America,1300
1524,Brighter Days Ahead (unknown),NA,Sculpture,North America,3000
1525,Things Previously Unknown #2 - Contemporary Abstract Painting on Paper in Yellow + Grey + Pink (2020),21st,Painting,North America,300
1526,Firecrackers: Starship Brand (Unknown ),NA,Painting,North America,1600
1527,"Wonders of Water: Model Unknown, New York, Harper’s Bazaar (1959)",20th,Photography,Europe,30510
1528,Things Previously Unknown #6 - Contemporary Abstract Painting on Paper in Yellow + Grey + Pink (2020),21st,Painting,North America,300
1529,'Unknown' (ca. 1980),20th,Photography,Europe,4000
1530,A young unknown person with earrings (2021),21st,Photography,Europe,2178
1531,Have You Seen them Yet (unknown ),NA,Print,North America,1250
1532,Harbor Scene (Date unknown),NA,Painting,North America,22500
1533,Two Fires #2 (unknown),NA,Painting,North America,2000
1534,"Last Leaves	 (Date unknown)",NA,Painting,North America,7500
1535,Void No. 2 (The Unknown)  (2019),21st,Sculpture,North America,2700
1536,Things Previously Unknown #7 - Contemporary Abstract Painting on Paper in Yellow + Grey + Pink (2020),21st,Painting,North America,300
1537,Things Previously Unknown #4 - Contemporary Abstract Painting on Paper in Yellow + Grey + Pink (2020),21st,Painting,North America,300
1538,Address Unknown (1989),20th,Sculpture,North America,4000
1539,"Do You Find This Spiritual? (Unknown Location for Baptism; Outside Charlston, Mississippi, 1965) (2022)",21st,"Drawing, Collage or other Work on Paper",North America,6600
1540,"Toronto Edition, The Umbrellas, Japan (Unknown)",NA,Photography,Europe,6831
1541,Reconciliation with the Unknown (2017),21st,Painting,North America,10000
1542,A Little Girl  小女孩 (Unknown),NA,Painting,North America,15000
1543,Things Previously Unknown #7 - Contemporary Abstract Painting on Paper in Yellow + Grey + Pink (2020),21st,Painting,North America,300
1544,Things Previously Unknown #4 - Contemporary Abstract Painting on Paper in Yellow + Grey + Pink (2020),21st,Painting,North America,300
1545,"Wonders of Water: Model Unknown, New York, Harper’s Bazaar (1959)",20th,Photography,Europe,30510
1546,Things Previously Unknown #6 - Contemporary Abstract Painting on Paper in Yellow + Grey + Pink (2020),21st,Painting,North America,300
1547,Unknown (Girl with Cat) (1970),20th,Print,North America,350
1548,Calligraphy of the unknown 15 (Diptych) (2019-2020),21st,Painting,North America,8000
1549,Unknown Land # 2 (2019),21st,Sculpture,North America,2600
1550,Calligraphy of the unknown 13 (Diptych) (2019-2020),21st,Painting,North America,8000
1551,"Door to the Unknown: Variation 2, Proceeding Image (ca. 1982)",20th,Sculpture,Oceania,5440
1552,Two Fires #2 (unknown),NA,Painting,North America,2000
1553,Void No. 2 (The Unknown)  (2019),21st,Sculpture,North America,2700
1554,Things Previously Unknown #2 - Contemporary Abstract Painting on Paper in Yellow + Grey + Pink (2020),21st,Painting,North America,300
1555,"The Sophie La Rosière Project (SLR-189, date unknown) (2016)",21st,Painting,North America,2960
1556,The Vivid Journey Into the Unknown Abyss of the Universe (2020),21st,Painting,North America,6900
1557,"Toronto Edition, The Umbrellas, Japan (Unknown)",NA,Photography,Europe,6831
1558,Calligraphy of the unknown 16 (Diptych) (2019-2020),21st,Painting,North America,8000
1559,Walking on the Sky of an Unknown Future (2017),21st,Painting,North America,1900
1560,"Portrait of Leslie Hurry in a teapot, including Lee Miller and unknown, Vale Lodge, Vale of Heath, Hampstead, London, England (1943)",20th,Photography,Europe,3390
1561,The Unknown Masterpiece: COVERED (2018),21st,Installation,North America,10580
1562,Door to the Unknown: Variation 3 (ca. 1982),20th,Sculpture,Oceania,5440
1563,Door to the Unknown: Variation 3 (ca. 1982),20th,Sculpture,Oceania,5440
1564,Calligraphy of the unknown 16 (Diptych) (2019-2020),21st,Painting,North America,8000
1565,Reichstag Quadriga (Unknown),NA,Photography,Europe,24750
1566,Void #7 / After Unknown Photographer (2021),21st,"Drawing, Collage or other Work on Paper",North America,1300
1567,"Door to the Unknown, Monolith (maquette with two figures) (ca. 1982)",20th,Sculpture,Oceania,5120
1568,Down at Vepplanks (Date unknown),NA,Painting,North America,8500
1569,"Door to the Unknown: Variation 1, Receding Image (ca. 1982)",20th,Sculpture,Oceania,5440
1570,Umbrellas Jinba Blue (Unknown),NA,Photography,Europe,6831
1571,"Reichstag Mappe II, Platz (Unknown)",NA,Photography,Europe,4752
1572,Reichstag Westfassade Triptychon (Unknown),NA,Photography,Europe,27720
1573,Calligraphy of the unknown 15 (Diptych) (2019-2020),21st,Painting,North America,8000
1574,Green Garden with Unknown Flower (ca. 2020),21st,Print,Europe,1525.5
1575,Untitled (Ghost Vase) (Date of execution unknown.),NA,"Drawing, Collage or other Work on Paper",Europe,14125
1576,Calligraphy of the unknown 14 (Diptych) (2019-2020),21st,Painting,North America,8000
1577,Black and White Composition (Unknown),NA,Print,North America,1400
1578,Modernist Daniel in Lions Den Biblical Judaica Etching Israeli Artist (20th Century),20th,Print,North America,450
1579,The American Prometheus / The Final Days / The Unknown (2021),21st,Painting,North America,4500
1580,Tide of the Unknown II (2018),21st,Mixed Media,Oceania,2240
1581,"Reichstag Mappe II, Faltenwurf (Unknown)",NA,Photography,Europe,4752
1582,Nude girl in black stocking 黑絲襪裸女 丁雄泉 (Unknown),NA,Print,North America,2000
1583,Museum Würth Wrapped Stairs (Unknown),NA,Photography,Europe,6831
1584,"Reichstag Mappe II, Nordfassade (Unknown)",NA,Photography,Europe,4752
1585,Round Up (Unknown),NA,Print,North America,1000
1586,Artistic Hand-Crafted Room Divider in Bronze (1960s),20th,Design/Decorative Art,North America,13800
1587,Untitled #27 (Unknown Rebel) (2006),21st,Video/Film/Animation,North America,3000
1588,"Fashion assignment, Six Bells Pub, Charlie Kirby, Della Oake and unknown model, Chiddingly, Sussex, England (1950)",20th,Photography,Europe,5418.35
1589,Seated Woman (Unknown),NA,Print,North America,750
1590,Untitled (Star Cigarettes) (Unknown),NA,Print,North America,700
1591,"Faces of Impressionism, Portraits from American Collections, The Cleveland Museum of Art (unknown)",NA,Posters,North America,275
1592,Museum Würth Wrapped Chairs (Unknown),NA,Photography,Europe,6831
1593,Apple (Date unknown),NA,Painting,North America,12500
1594,Reichstag/Berlin I Wrapped (Unknown),NA,Photography,Europe,17820
1595,"Reichstag Mappe II, Westen (Unknown)",NA,Photography,Europe,4752
1596,"Reichstag Mappe II, Dach (Unknown)",NA,Photography,Europe,4752
1597,Reichstag/Berlin II Wrapped (Unknown),NA,Photography,Europe,11880
1598,Trinity Church (Unknown),NA,Print,North America,250
1599,"Reichstag Mappe II, Südfassade (Unknown)",NA,Photography,Europe,4752
1600,Ode A Ma Mere - portfolio (9) (Unknown),NA,Books and Portfolios,North America,68500
1601,Buste de Femme (Jaqueline) (Unknown),NA,Print,North America,175
1602,Composition Fond Bleu ((Date unknown)),NA,Posters,North America,75
1603,AT THE POND (UNKNOWN),NA,Print,North America,450
1604,Long Way (Unknown),NA,Print,North America,1860
1605,Le Clown (Unknown),NA,Print,North America,400
1606,Poster: Museum Ludwig Köln (Unknown),NA,Print,North America,5500
1607,Paris II: 2 (Unknown),NA,Print,North America,625
1608,L'Homme Sandwich (Sandwich Man) (Unknown),NA,Print,North America,250
1609,[Morgan Le Fay] (Unknown),NA,Sculpture,North America,6500
1610,Round Up (Unknown),NA,Print,North America,1000
1611,Trinity Church (Unknown),NA,Print,North America,250
1612,Seated Woman (Unknown),NA,Print,North America,750
1613,'A Very Merry Christmas Live From Washington D.C.' Poster (Unknown),NA,Posters,Europe,1152.6
1614,Gallery of Fine Art (Unknown),NA,Print,North America,350
1615,Buste de Femme (Jaqueline) (Unknown),NA,Print,North America,175
1616,Eagle Rick (Unknown),NA,Print,North America,1950
1617,Andy Mouse ((Date unknown)),NA,Print,North America,250
1618,Paris IV 2 (Unknown),NA,Print,North America,375
1619,Known Unknowns (2015),21st,Design/Decorative Art,Europe,107.35
1620,Group of Hundred Earth Summit (Unknown),NA,Print,North America,800
1621,Paris II: 4 (Unknown ),NA,Print,North America,625
1622,L'Homme Sandwich (Sandwich Man) (Unknown),NA,Print,North America,250
1623,Le Buisson II ((Date unknown)),NA,Print,North America,250
1624,Paris IV 1 (Unknown),NA,Print,North America,375
1625,Big Nude (Unknown),NA,Print,North America,125
1626,Paris II: 4 (Unknown ),NA,Print,North America,625
1627,Night-Lights Prismagraph (Unknown),NA,Print,Europe,5841
1628,"Villa Savoye, Four Elevations ((Date unknown))",NA,Ephemera or Merchandise,North America,45
1629,"Willow-Herb, Buxted ((Date unknown))",NA,Ephemera or Merchandise,North America,75
1630,"Untitled (from 1 Cent Life Portfolio), 1964 (unknown)",NA,Print,Europe,584.1
1631,"KM 21, Rabe (Unknown)",NA,Print,Europe,1960.2
1632,Abstraktes Gemälde 439 (Abstract Painting 439) (Unknown),NA,Print,North America,249
1633,Lästerzungen (Unknown),NA,Print,Europe,2277
1634,Treppenakt (Unknown),NA,Print,Europe,2989.8
1635,Paris II: 1 (Unknown),NA,Print,North America,625
1636,Paris IV 3 (Unknown),NA,Print,North America,375
1637,Group of Hundred Earth Summit (Unknown),NA,Print,North America,800
1638,Boat on a Shore in Brittany ((Date unknown)),NA,Print,North America,300
1639,In Havana (unknown),NA,Print,North America,1200
1640,Koln Cathedral Blue ((Date unknown)),NA,Reproduction,North America,125
1641,Paris II: 3 (Unknown),NA,Print,North America,625
1642,La Bouteille De Rhum ((Date unknown)),NA,Print,North America,250
1643,Photoshop CS. (Unknown),NA,Print,Europe,4455
1644,Look (Unknown),NA,Print,North America,2160
1645,ohne titel (Unknown),NA,Print,Europe,1663.2
1646,Abstraktes Gemälde 439 (Abstract Painting 439) (Unknown),NA,Print,North America,249
1647,ohne titel (Unknown),NA,Print,Europe,1663.2
1648,Chapelle de Ronchamp ((Date unknown)),NA,Ephemera or Merchandise,North America,45
1649,Portrait of Sir John Gielgud ((Date unknown)),NA,Ephemera or Merchandise,North America,250
1650,"Using Mud for Arthritis at a Black Sea Resort, Constanta, Romania (Unknown)",NA,Photography,North America,1100
1651,Jetset 5 Handstand (Unknown),NA,Print,Europe,1584
1652,Line and Splatter Composition ((Date unknown)),NA,Ephemera or Merchandise,North America,400
1653,Derriere le Mirroir ((Date unknown)),NA,Ephemera or Merchandise,North America,450
1654,Lästerzungen (Unknown),NA,Print,Europe,2277
1655,Erinnerung unbekannt (Unknown),NA,Print,Europe,1881
1656,8 Green Ducks ((Date unknown)),NA,Posters,North America,150
1657,Balloons (Unknown),NA,Print,Europe,3861
1658,The Nooning ((Date unknown)),NA,Posters,North America,75
1659,Sailing (Unknown),NA,Print,North America,450
1660,Quai des Célestins [Celestin Quay] (Unknown),NA,Print,North America,525
1661,Untitled (Unknown),NA,"Drawing, Collage or other Work on Paper",North America,35000
1662,Versteinerte Tropfen II (Unknown),NA,Print,Europe,1999.8
1663,Lausanne 3 Kämpfer (Unknown),NA,Print,Europe,1881
1664,Malerwald (Unknown),NA,Print,Europe,2277
1665,Nase 2 (Unknown),NA,Print,Europe,1584
1666,Marx Brothers: Night at the Opera (Silver) (Unknown),NA,Print,North America,1200
1667,Versteinerte Tropfen V (Unknown),NA,Print,Europe,1999.8
1668,Mermaid (Unknown),NA,Print,Europe,2079
1669,Mental map (Unknown),NA,Print,Europe,297
1670,The Second Ganymed Portfolio / Der Zweiten Ganymed-Mappe (unknown),NA,Print,North America,7000
1671,"Spoleto-14 Giugno, 1974 ((Date unknown))",NA,Ephemera or Merchandise,North America,350
1672,"Mul, Bul, Dang Sentimentality (Unknown)",NA,Print,Europe,1881
1673,Ohne Titel / AT-Spiegelgrafik (Unknown),NA,Print,Europe,2277
1674,No title (conceived 1991; print date unknown),20th,Ephemera or Merchandise,North America,850
1675,Tattoo Artist (Unknown),NA,Print,North America,1250
1676,"Unknown Fort, Mythscape, Series of structures, Oil painting by Modern Indian Artist (1999/2005)",20th,Painting,North America,7385
1677,THE LAST LEAVES (HAND EMBELLISHED) (UNKNOWN),NA,Print,North America,1350
1678,Summer (Blue) (Unknown),NA,Print,North America,250
1679,Serie I Vergleich (Unknown),NA,Print,Europe,2574
1680,Sans Titre 2 (Unknown),NA,Print,Europe,970.2
1681,Untitled Geometric Abstraction (Unknown (pres. 1960-1975)),20th,Print,North America,380
1682,Living World Series 人間系列 彩繪仿木雕 朱銘 (Unknown),NA,Sculpture,North America,2000
1683,Living World Series 人間系列 彩繪仿木雕 朱銘 (Unknown),NA,Sculpture,North America,2000
1684,Untitled (Artist’s Bedroom/Interiors/Chairs) (Unknown),NA,Print,North America,275
1685,Ottoman Embroidered Textile (17th Century),17th,Textile Arts,Europe,73450
1686,Modernist Totem Sculpture (1930s),20th,Sculpture,North America,6800
1687,Constructivist Table Lamp (1970),20th,Design/Decorative Art,North America,7500
1688,Mary Magdalene reading (19th century),19th,Painting,Europe,1831.5
1689,"""Alleyway"" Colorful Impressionist Landscape of the Grand Canal in Venice, Italy (Late 20th Century)",20th,Painting,North America,850
1690,Pastel Teal-Toned Abstract Impressionist Painting of a Brown Horse (20th Century),20th,Painting,North America,600
1691,Plinko Precursor Game Board (First quarter of the 20th century),20th,Sculpture,North America,8500
1692,Portrait of Noble Woman (1920s),NA,Painting,Europe,8542.8
1693,"19th C, Italian Original wooden Prosthetic Leg (ca. 1917)",20th,Sculpture,Europe,1227.6
1694,Sculpture of Napoleon in Life and Death (ca. 1840),19th,Sculpture,North America,64500
1695,Architectural Perspectives (Mid 20th Century),20th,"Drawing, Collage or other Work on Paper",Europe,254.25
1696,Antique diamond rivière necklace  (ca. 1880),19th,,Europe,193050
1697,English landscape (1913),20th,Painting,Europe,5445
1698,Belle époque diamond & ruby ring (ca. 1901),20th,Jewelry,Europe,29205
1699,Bust Of Emperor Napoléon (19th Century),19th,Sculpture,North America,5450
1700,Minimal Parcheesi Game Board (Late 1940s -early 1950s),20th,Painting,North America,6000
1701,Danza macabra / Fantasia musicale (Macabre dance / Musical fantasy) (First half of 20th century),20th,Painting,Europe,2475
1702,Ice Cream Sign  (1940-1950),20th,Painting,North America,12000
1703,Golden Eagle (Aquila chrysaetos) II/A.Magnificent male Golden Eagle on Antique White Museum Stand. (1910),20th,Other,Europe,5801.4
1704,"18th C, Hunting Scene, English School, After the Hunt, Oil on Canvas (18th Century )",18th,Painting,Europe,4450.05
1705,"'In the Study - Self Portrait of Frida Kahlo,' charcoal drawing on paper by Unknown (attributed to Frida Kahlo) (20th century)",20th,"Drawing, Collage or other Work on Paper",North America,1200
1706,Child Studying (Mid-20th Century),20th,Painting,Europe,1220.4
1707,1980s Postmodernist Coat Stand (ca. 1980),20th,Design/Decorative Art,Europe,2486
1708,"'19th Century American Landscape', Oil on Canvas.  (19th century)",19th,Painting,North America,2500
1709,"Noshi (Lucky charm), Japanese, early Showa period (ca. 1920)",20th,Other,Europe,445.5
1710,Set f 5 Beaded Palm Wine Vessels (20th Century ),20th,Sculpture,Europe,31036.5
1711,Carnival Ring Toss Board Pennsylvania (Mid 1950s),20th,Other,North America,9000
1712,Eternal - Unknown (2022),21st,Painting,North America,3200
1713,Harvesting Cotton  (1981),20th,Painting,Europe,406.8
1714,Carnival Start Gaming Wheel (1930-1940),20th,Other,North America,6000
1715,Fallen Man (n.d.),NA,Photography,North America,350
1716,Cigarette Case (1930),20th,Design/Decorative Art,North America,1550
1717,Parcheesi Game Board (Late 19th Century),19th,Other,North America,5000
1718,Parcheesi Variation Game Board  (Early 20th Century),20th,Other,North America,6000
1719,18th Century French School Classical Landscape with Nude Women (18th Century),18th,Painting,North America,2950
1720,"Anthromorphic Vessel in Blackened Terracotta, Mangbetu People (First half 20th C)",20th,Sculpture,Europe,2475
1721,Parcheesi Game Board  (Early 20th Century),20th,Other,North America,6000
1722,Parcheesi Variation Game Board (Late 19th Century),19th,Other,North America,9000
1723,Civil War Tintype Drummer Boy  (1870-1875),19th,Photography,North America,2800
1724,Polychrome Double-Sided Parcheesi/Checkers Game Board (Late 19th Century),19th,Other,North America,6000
1725,Checkers Variation Game Board  (Early 20th century),20th,Other,North America,5000
1726,Parcheesi Variation Game Board  (Late 19th -early 20th century),19th,Other,North America,7000
1727,Spanish 18th Century Refectory Dining Table (1700-1750),18th,Design/Decorative Art,North America,4500
1728,"'Angel Conquering Demon,' Oil on Canvas Religious Painting (ca. 1950)",20th,Painting,North America,1200
1729,"'Mid-century Modern Abstract of Circles,' by Unknown, Oil on Canvas Painting (ca. Mid 20th century)",20th,Painting,North America,350
1730,Untitled  (Unknown ),NA,"Drawing, Collage or other Work on Paper",Europe,508.5
1731,unknown cities (2019),21st,"Drawing, Collage or other Work on Paper",North America,625
1732,"Meisen textile pattern, Japanese, Taisho period (1923)",20th,Other,Europe,297
1733,Sculpture Maquette (ca. 1960),20th,Sculpture,North America,750
1734,Large Bronze Lion Sculpture (ca. 1966),20th,Design/Decorative Art,Europe,4746
1735,Sculpture Maquette (ca. 1960),20th,Sculpture,North America,750
1736,Hello There (Unknown date),NA,Painting,Europe,429.4
1737,Portrait 肖像 常玉 (Unknown),NA,Painting,North America,60000
1738,African American Relief Carving (Ohio) (1935-1940),20th,Other,North America,8500
1739,6 Figures (Unknown),NA,"Drawing, Collage or other Work on Paper",North America,3700
1740,"Ise katagami (stencil), Iris pattern, Japanese, Meiji period (1868-1912)",19th,Other,Europe,198
1741,The Stable ( 19th Century),19th,Painting,Europe,1627.2
1742,Untitled  (Unknown),NA,"Drawing, Collage or other Work on Paper",North America,6500
1743,At The Bar (ca. 1900),20th,Painting,North America,250
1744,Vintage Mobile Fabric (ca. 1950),20th,Textile Arts,North America,1800
1745,Architectural Table Lamp (ca. 1950),20th,Design/Decorative Art,North America,4800
1746,I LOVE THE WORLD VER. XII #9 (UNKNOWN),NA,Painting,North America,15000
1747,1960s Fibreglass Wall Sculpture (red) (ca. 1966),20th,Sculpture,Europe,2090.5
1748,UNKNOWN TITLE (UNKNOWN),NA,Print,North America,1200
1749,Bust o a woman (18th century),18th,Sculpture,Europe,9405
1750,MICKEY MOUSE VER. III #6 (UNKNOWN),NA,Painting,North America,17850
1751,The Unknown IV Study (2016),21st,Painting,North America,18000
1752,Lion with coat of arms (18th century),18th,Design/Decorative Art,Europe,14850
1753,1960s Fibreglass Wall Sculpture (bronze) (ca. 1966),20th,Sculpture,Europe,2090.5
1754,Death´s head (Early 17th century),17th,Sculpture,Europe,24750
1755,Steve McQueen (2015),21st,Photography,Europe,297
1756,Steve McQueen (2015),21st,Photography,Europe,297
1757,WHITE KNIGHT (UNKNOWN),NA,Print,North America,695
1758,White Rose ((Date unknown)),NA,Photography,North America,500
1759,Sierra Mountain Lake (Unknown),NA,Painting,North America,17250
1760,SEAFOAM - FIVE (5) PIECE SET (UNKNOWN),NA,Sculpture,North America,26000
1761,UNKNOWN TITLE (UNKNOWN),NA,Print,North America,1200
1762,Unknown Female (Iranian Princess) (1977),20th,Print,North America,45000
1763,Steve McQueen (2015),21st,Photography,Europe,297
1764,Steve McQueen (2015),21st,Photography,Europe,297
1765,Cattleya ((Date unknown)),NA,Photography,North America,500
1766,Albarello (ca. 1435-60),15th,Design/Decorative Art,Europe,44550
1767,Unknown Unknown (2021),21st,"Drawing, Collage or other Work on Paper",North America,800
1768,Unknown  (1999),20th,Print,Europe,3836.25
1769,Rendevous 3 (Jazz 2) (Date unknown),NA,Painting,North America,6000
1770,Hospital doors (Unknown date),NA,Textile Arts,Europe,1039.6
1771,Zygopetalum ((Date unknown)),NA,Photography,North America,500
1772,"Operation Oak / After Michael Light, After unknown (2019)",21st,"Drawing, Collage or other Work on Paper",North America,7500
1773,Unknown Moth Flowers (2020),21st,"Drawing, Collage or other Work on Paper",North America,1200
1774,The Unknown (2018),21st,"Drawing, Collage or other Work on Paper",North America,6000
1775,Steve McQueen (2015),21st,Photography,Europe,297
1776,Steve McQueen (2015),21st,Photography,Europe,297
1777,SPRING HARVEST (ca. Unknown),NA,Painting,North America,3750
1778,Somewhere unknown (day) 2 (2022),21st,Painting,North America,5540
1779,Somewhere unknown (dreaming) 2 (2022),21st,Painting,North America,5540
1780,Killed Negative #51 / After Unknown Photographer  (2021),21st,"Drawing, Collage or other Work on Paper",North America,8500
1781,Somewhere unknown (night) 3 (2022),21st,Painting,North America,5540
1782,19th Century French School Academic Nude Male Portrait Study (ca. 1885),19th,Painting,North America,2650
1783,SABOTAGE (UNKNOWN),NA,Print,North America,650
1784,Tabby in the Garden (Unknown),NA,Print,North America,750
1785,STAR OF HOPE (UNKNOWN),NA,Print,North America,2250
1786,BV BEAUTY (UNKNOWN),NA,Print,North America,900
1787,SAUTERNES & GREEN GRAPES (UNKNOWN),NA,Print,North America,1200
1788,Killed Negative #48 / After Unknown Photographer (2021),21st,"Drawing, Collage or other Work on Paper",North America,4000
1789,Somewhere Unknown (dreaming) 3 (2022),21st,Painting,North America,5540
1790,Somewhere unknown (day) 1 (2022),21st,Painting,North America,5540
1791,Somewhere unknown (night) 2 (2022),21st,Painting,North America,5540
1792,Somewhere unknown (night) 1 (2022),21st,Painting,North America,5540
1793,Raw Nerves (2021),21st,Painting,North America,1300
1794,Disjointed (2021),21st,Painting,North America,1300
1795,Turnabout (Unknown),NA,Painting,North America,2000
1796,Slowpoke Crosses the Road (Unknown),NA,Painting,North America,2000
1797,Unknown (2016),21st,"Drawing, Collage or other Work on Paper",Europe,3200
1798,The Rabbit Hole (unknown),NA,Sculpture,North America,1800
1799,Queen Contact Sheet  (unknown),NA,Photography,North America,5700
1800,Untitled (Unknown),NA,Print,North America,375
1801,Deer Study (Unknown),NA,"Drawing, Collage or other Work on Paper",North America,900
1802,Spring Time on the Central Coast (2021),21st,Painting,North America,700
1803,MISSUS IN RED (UNKNOWN),NA,Print,North America,1950
1804,Frog and Fly (unknown),NA,Painting,North America,975
1805,Jump into the Unknown (2020),21st,Painting,Europe,2960.1
1806,Unknown Artist-April 3rd 15 (2015),21st,Mixed Media,North America,8000
1807,Unknown Artist- July 26th 16 (2016),21st,Mixed Media,North America,9500
1808,Untitled (unknown),NA,"Drawing, Collage or other Work on Paper",North America,262
1809,March in Time (unknown),NA,Sculpture,North America,600
1810,Untitled (Unknown.),NA,"Drawing, Collage or other Work on Paper",Europe,5445
1811,Things Previously Unknown #3 - Contemporary Abstract Painting on Paper in Yellow + Grey + Pink (2020),21st,Painting,North America,300
1812,Chosen (2017),21st,Mixed Media,North America,675
1813,Killed Negative #45 / After Unknown Photographer  (2021),21st,"Drawing, Collage or other Work on Paper",North America,8000
1814,"18th C, Late Baroque Style, Still Life, Dutch  School, Vanitas Scene with Cherub leaning on a Skull, Oil on Canvas (18th Century)",18th,Painting,Europe,2554.2
1815,"Bariba People, Benin, Rare Terracotta Ceremonial Vessel (First half 20th C)",20th,Sculpture,Europe,6771.6
1816,"19th C, United Kingdom, Victorian Dome filled with 15 Exotic Birds (19th Century)",19th,Design/Decorative Art,Europe,5890.5
1817,At Home in the Unknown (2022),21st,Sculpture,North America,2500
1818,Maxell (Unknown),NA,Print,North America,100
1819,Unknown Artist-April 3rd 15 (2015),21st,Mixed Media,North America,8000
1820,Unknown Artist- July 26th 16 (2016),21st,Mixed Media,North America,9500
1821,Model of an unknown monument 12 (2014),21st,Sculpture,North America,4500
1822,Unknown Artist-Mar 31st 15 (2015),21st,Mixed Media,North America,8000
1823,UNKNOWN TITLE (UNKNOWN),NA,Painting,North America,2000
1824,Model of an unknown monument 11 (2014),21st,Sculpture,North America,4500
1825,Unknown No.4 (2020),21st,Sculpture,Europe,2260
1826,Flutter 2 (Unknown),NA,Painting,North America,1400
1827,Stepping Out And Feeling Fly (unknown),NA,Sculpture,North America,500
1828,An Ode to Van Gogh's Flowers in a Blue Vase (Unknown),NA,Painting,North America,2800
1829,Water as Vehicle and Voyage (2018),21st,Painting,North America,4560
1830,Bloom 6 (Unknown),NA,Painting,North America,1400
1831,Chama High (Unknown),NA,Painting,North America,4800
1832,Bloom 1 (Unknown),NA,Painting,North America,1400
1833,Five 19th Century Botanical Models by Reinhold Brendel on Turned Ebonized Wood Stands. (19th Century ),19th,Design/Decorative Art,Europe,12870
1834,RESERVED (UNKNOWN),NA,"Drawing, Collage or other Work on Paper",North America,4000
1835,Things Previously Unknown #5 - Contemporary Abstract Painting on Paper in Yellow + Grey + Pink (2020),21st,Painting,North America,300
1836,Erythrospermum (2020),21st,Painting,North America,9000
1837,"Ritual Sword Knife, Ngombe People, DRC (ca. 1930)",20th,Design/Decorative Art,Europe,1188
1838,"Elegant Sarinda or Short-Necked Lute, Bengal region of Northeastern India, 18th C  (18th Century )",18th,Sculpture,Europe,8860.5
1839,Beauty of Roadside Threats (Unknown),NA,Painting,North America,4800
